,Product_ID,Source,Sales_Agent,Location,Delivery_Mode,Status
2848,18.0,14,5,10,2,1
2849,9.0,14,10,1,4,0
2851,5.0,24,5,10,4,0
2852,19.0,14,5,3,2,1
2853,15.0,14,1,16,4,0
2854,19.0,14,5,1,4,1
2855,15.0,23,1,10,4,0
2856,18.0,14,1,6,4,1
2858,18.0,13,5,10,4,0
2859,15.0,2,6,10,4,0
2860,15.0,2,1,10,4,0
2862,18.0,2,5,1,4,0
2863,15.0,2,5,10,4,0
2864,15.0,2,1,10,4,1
2865,15.0,2,5,10,4,0
2866,15.0,2,5,10,4,0
2867,27.0,2,1,2,4,1
2868,15.0,2,1,10,4,1
2869,15.0,2,1,10,4,0
2870,15.0,2,5,10,4,0
2871,15.0,2,5,10,4,0
2872,15.0,2,1,10,4,0
2873,18.0,24,5,10,4,0
2874,15.0,2,5,10,4,0
2875,15.0,2,1,10,4,1
2876,27.0,14,1,6,4,1
2877,19.0,2,5,3,2,1
2878,15.0,2,1,10,4,0
2879,9.0,2,1,2,4,1
2880,15.0,2,1,10,4,1
2881,15.0,2,5,10,4,1
2882,15.0,2,5,10,4,0
2883,15.0,2,5,10,4,0
2884,15.0,2,1,10,4,0
2885,14.0,2,5,10,4,0
2886,27.0,14,5,2,4,1
2889,15.0,2,5,10,4,0
2890,15.0,2,5,10,4,1
2891,19.0,2,8,1,4,1
2892,5.0,2,5,10,2,0
2893,9.0,2,1,1,4,1
2894,15.0,2,1,10,4,0
2895,15.0,2,1,10,4,0
2896,15.0,2,1,10,4,0
2897,15.0,2,1,10,4,0
2898,15.0,2,5,10,4,0
2899,15.0,2,5,10,4,0
2900,19.0,24,1,3,4,0
2901,19.0,2,1,2,4,0
2902,27.0,14,3,1,0,1
2904,27.0,24,1,2,4,0
2905,18.0,24,5,10,4,0
2906,18.0,24,5,2,4,1
2907,18.0,14,10,1,0,0
2908,9.0,24,1,3,4,0
2909,15.0,24,1,7,4,1
2910,15.0,14,8,1,4,0
2912,19.0,24,2,1,0,1
2914,9.0,2,4,9,0,1
2915,18.0,16,1,10,2,1
2917,10.0,24,8,1,0,1
2918,9.0,2,1,1,0,1
2919,25.0,16,1,4,2,1
2920,25.0,24,1,10,2,0
2921,20.0,16,5,3,2,1
2922,5.0,24,6,10,2,0
2923,18.0,24,5,2,2,0
2924,19.0,2,6,3,2,0
2925,19.0,2,6,3,2,0
2926,18.0,24,6,3,2,0
2927,8.0,24,6,10,2,1
2930,19.0,16,5,2,2,1
2931,18.0,16,6,2,0,0
2932,9.0,16,6,6,2,1
2934,9.0,16,6,6,2,1
2935,19.0,2,6,2,2,1
2936,9.0,2,6,2,2,1
2937,15.0,24,6,3,2,0
2938,19.0,24,6,11,2,1
2939,27.0,24,8,1,0,0
2940,5.0,24,8,1,0,0
2941,19.0,24,6,3,2,1
2942,18.0,24,6,10,2,1
2943,18.0,24,6,10,2,0
2944,5.0,3,6,10,2,1
2945,19.0,24,1,3,0,1
2946,19.0,16,5,1,0,0
2947,27.0,24,6,9,2,1
2948,18.0,24,6,6,2,1
2949,15.0,24,6,9,2,0
2951,27.0,16,6,6,2,1
2954,5.0,10,8,1,0,0
2955,19.0,24,6,6,2,0
2956,5.0,24,6,2,0,0
2957,1.0,24,6,9,0,1
2958,9.0,2,8,1,0,1
2959,19.0,16,6,10,2,0
2960,18.0,24,8,1,0,1
2961,18.0,24,6,2,0,0
2962,9.0,24,6,10,2,0
2963,27.0,16,6,9,2,0
2964,27.0,24,6,9,2,1
2965,5.0,24,8,1,2,0
2972,5.0,14,5,6,4,1
2973,19.0,12,6,10,2,1
2974,18.0,10,5,2,4,1
2975,20.0,14,1,11,4,1
2976,18.0,14,5,3,4,1
2977,15.0,2,6,10,4,0
2978,15.0,2,1,10,4,1
2979,15.0,2,1,10,4,1
2980,15.0,2,5,10,4,0
2981,15.0,2,6,10,4,0
2982,9.0,2,5,2,4,0
2984,15.0,2,1,10,4,1
2985,9.0,2,6,10,0,0
2986,15.0,2,6,10,4,0
2987,15.0,2,1,10,4,0
2988,18.0,2,1,3,4,1
2989,18.0,2,6,10,4,1
2990,15.0,2,5,10,4,0
2991,15.0,2,1,10,4,0
2992,5.0,2,6,6,2,0
2993,5.0,15,6,10,4,0
2994,15.0,23,1,10,2,0
2995,27.0,24,6,2,2,1
2996,15.0,24,5,10,4,0
2997,18.0,24,1,11,4,1
2998,18.0,14,5,2,4,1
2999,5.0,24,6,10,4,0
3004,9.0,24,1,10,4,0
3005,25.0,14,8,1,4,1
3006,18.0,14,6,2,4,0
3007,18.0,14,5,11,2,1
3008,9.0,14,6,6,0,1
3009,9.0,24,6,6,2,1
3010,19.0,2,4,1,0,1
3011,9.0,2,10,1,0,1
3013,9.0,14,5,1,0,1
3014,18.0,14,1,2,4,0
3015,9.0,14,5,2,4,0
3016,18.0,14,5,14,4,0
3017,15.0,2,1,10,4,0
3018,15.0,2,6,10,4,0
3019,15.0,2,6,10,4,0
3020,5.0,2,1,1,4,1
3021,5.0,2,4,1,4,0
3022,15.0,2,6,10,4,0
3024,15.0,2,6,10,4,0
3025,18.0,2,1,10,4,0
3026,10.0,2,5,1,4,1
3027,15.0,2,6,10,4,0
3028,18.0,2,5,2,4,0
3029,9.0,2,1,1,4,1
3030,15.0,2,10,10,4,1
3031,15.0,2,5,10,4,0
3033,19.0,2,1,2,4,0
3034,19.0,2,4,1,4,0
3035,15.0,2,5,10,4,0
3036,18.0,14,5,3,4,1
3037,25.0,0,1,1,0,1
3038,18.0,10,8,1,4,1
3039,5.0,10,1,6,4,1
3040,18.0,12,5,9,4,1
3041,18.0,14,3,1,4,1
3042,18.0,14,6,10,4,1
3043,18.0,14,8,1,0,1
3044,9.0,2,6,3,2,0
3046,19.0,0,3,1,0,1
3047,5.0,24,4,1,4,0
3049,5.0,24,1,10,4,0
3050,9.0,24,6,2,2,0
3052,27.0,24,6,6,2,0
3054,26.0,24,1,6,4,0
3055,27.0,24,6,2,4,1
3056,19.0,24,1,10,4,0
3057,5.0,24,5,10,4,0
3058,19.0,24,5,3,4,0
3059,18.0,24,1,2,4,1
3060,18.0,24,5,10,4,1
3062,27.0,24,10,1,4,1
3063,27.0,14,5,10,4,0
3064,19.0,14,6,9,2,1
3065,18.0,24,1,2,4,1
3067,18.0,14,5,3,4,0
3068,9.0,14,6,10,2,1
3070,18.0,14,6,6,4,0
3071,5.0,14,2,1,4,1
3072,9.0,14,5,14,4,0
3073,18.0,14,6,10,4,0
3075,18.0,2,6,3,2,0
3078,9.0,24,5,9,4,1
3079,20.0,14,10,1,4,0
3080,9.0,14,2,1,4,0
3081,15.0,14,6,10,4,0
3082,15.0,2,1,10,4,0
3083,15.0,2,5,10,4,0
3084,15.0,2,6,10,4,0
3085,18.0,2,6,1,2,1
3086,15.0,2,5,10,4,0
3087,15.0,2,5,10,4,0
3088,15.0,2,6,10,4,0
3089,18.0,2,8,1,0,1
3090,14.0,2,5,10,4,0
3091,9.0,14,6,10,2,1
3092,19.0,12,5,10,4,0
3093,18.0,14,6,2,4,0
3094,18.0,14,5,16,4,0
3095,25.0,14,6,10,4,0
3096,9.0,14,5,16,4,1
3097,19.0,14,10,1,0,1
3098,15.0,14,5,10,4,0
3099,5.0,2,8,1,0,0
3100,15.0,2,1,10,4,0
3101,18.0,2,6,2,2,1
3102,15.0,2,5,10,4,0
3103,15.0,2,1,10,4,0
3104,18.0,24,5,10,4,0
3105,18.0,24,6,10,4,1
3106,18.0,24,2,1,0,1
3108,9.0,24,5,10,4,0
3109,18.0,24,6,2,0,1
3110,15.0,2,5,10,4,0
3111,15.0,2,6,10,4,0
3112,15.0,2,5,10,4,0
3113,15.0,2,6,10,4,0
3116,19.0,14,5,11,4,0
3117,9.0,24,5,10,4,1
3118,19.0,4,10,1,0,1
3119,19.0,24,10,1,4,1
3121,9.0,14,6,10,4,0
3122,25.0,14,10,1,0,0
3123,19.0,14,5,9,4,0
3124,19.0,14,5,9,4,0
3125,5.0,14,1,10,4,0
3127,15.0,24,3,1,4,0
3129,18.0,14,6,2,2,1
3131,19.0,24,6,10,4,0
3132,18.0,2,1,2,4,1
3134,18.0,24,1,9,4,0
3135,19.0,14,1,2,4,1
3136,1.0,2,4,1,4,1
3137,15.0,2,6,10,4,0
3138,19.0,2,6,2,2,1
3139,15.0,2,1,10,4,1
3140,9.0,2,6,9,2,1
3141,9.0,2,6,2,2,1
3142,15.0,2,5,10,4,0
3143,9.0,2,5,1,4,1
3144,18.0,2,6,2,0,0
3145,18.0,14,1,10,4,1
3146,18.0,14,5,2,4,0
3147,18.0,12,6,10,0,1
3148,18.0,2,10,1,0,1
3149,9.0,14,6,2,4,1
3150,27.0,14,5,3,4,1
3151,2.0,14,6,14,2,1
3153,18.0,14,4,1,0,1
3154,18.0,2,3,1,0,1
3155,15.0,14,1,10,4,0
3156,5.0,24,5,10,4,1
3157,15.0,14,6,16,4,0
3159,9.0,24,6,10,4,0
3160,9.0,24,5,9,2,1
3161,18.0,24,5,10,4,1
3162,9.0,24,1,13,4,0
3163,15.0,24,6,10,4,0
3164,9.0,24,10,1,4,0
3165,12.0,24,3,1,4,1
3166,18.0,24,8,1,4,0
3168,18.0,24,5,6,4,0
3169,15.0,23,5,10,4,0
3170,5.0,24,1,1,4,1
3171,19.0,24,5,10,4,0
3172,15.0,23,1,10,4,0
3173,15.0,23,5,10,4,0
3174,19.0,24,5,10,4,0
3175,19.0,24,6,10,4,0
3176,15.0,23,1,10,4,0
3177,15.0,23,1,10,4,0
3178,15.0,23,1,10,4,0
3179,15.0,23,5,10,4,0
3180,19.0,24,1,10,4,0
3181,15.0,23,5,10,4,0
3182,15.0,23,1,10,4,0
3183,15.0,23,6,10,4,0
3184,15.0,23,1,10,4,0
3186,15.0,23,6,10,4,0
3187,9.0,24,6,10,4,0
3188,15.0,23,6,10,4,0
3189,15.0,23,1,10,4,0
3190,15.0,23,5,10,4,0
3191,18.0,24,1,10,4,0
3193,15.0,23,6,10,4,0
3194,15.0,23,6,10,4,0
3195,15.0,23,6,10,4,0
3196,15.0,23,1,10,4,0
3197,15.0,23,5,10,4,0
3199,6.0,10,1,6,2,1
3201,18.0,24,10,1,2,1
3202,19.0,16,1,9,2,0
3203,5.0,10,5,13,2,0
3204,18.0,16,10,1,0,1
3205,18.0,3,6,3,2,1
3208,19.0,16,6,3,2,0
3209,5.0,10,5,6,2,0
3210,5.0,16,1,6,2,0
3212,15.0,23,5,10,2,0
3213,18.0,4,1,1,2,1
3214,18.0,24,5,10,2,0
3215,18.0,2,1,10,4,1
3216,18.0,24,1,10,2,0
3217,18.0,24,5,6,2,0
3218,27.0,24,6,11,2,1
3219,18.0,24,1,10,2,0
3220,2.0,24,5,10,4,0
3221,10.0,2,4,1,4,0
3222,18.0,2,8,1,0,0
3223,25.0,2,5,3,0,1
3226,25.0,24,8,1,4,1
3227,18.0,24,5,6,2,0
3228,19.0,24,1,2,4,1
3230,9.0,2,5,6,4,1
3231,9.0,2,1,6,4,0
3232,15.0,2,1,10,4,0
3233,14.0,2,5,10,4,0
3234,15.0,2,1,10,4,0
3237,15.0,2,6,10,4,0
3238,15.0,2,4,10,4,0
3240,18.0,2,5,2,4,0
3241,18.0,2,1,2,0,1
3242,18.0,2,2,1,0,0
3243,18.0,24,5,9,0,1
3244,18.0,24,5,3,0,1
3247,21.0,24,1,10,4,0
3248,18.0,24,6,10,2,0
3253,15.0,2,5,10,4,0
3254,18.0,12,10,1,4,1
3255,18.0,14,4,1,4,1
3256,9.0,0,8,2,3,1
3257,19.0,2,4,1,0,1
3258,27.0,24,4,1,4,0
3259,15.0,2,6,10,4,0
3260,15.0,2,5,10,4,0
3261,15.0,2,1,10,4,0
3262,15.0,14,9,1,4,1
3263,18.0,14,5,9,4,1
3264,18.0,14,5,11,4,1
3266,15.0,14,2,1,0,1
3267,9.0,14,8,1,0,0
3268,6.0,14,10,1,4,1
3269,27.0,14,10,1,0,1
3271,18.0,14,1,6,4,0
3272,25.0,14,10,1,4,0
3273,18.0,14,5,10,4,0
3275,27.0,14,1,10,4,0
3276,27.0,14,6,9,2,0
3277,10.0,24,5,10,4,1
3278,18.0,2,4,1,0,1
3280,15.0,23,1,10,4,0
3281,10.0,24,6,10,4,1
3282,15.0,23,1,10,4,0
3285,19.0,2,8,1,0,1
3286,15.0,24,5,10,4,1
3287,15.0,24,5,10,4,0
3288,15.0,24,6,10,4,0
3289,15.0,24,5,10,4,0
3290,9.0,24,8,1,0,1
3291,9.0,24,6,3,2,0
3292,15.0,23,5,10,4,0
3293,15.0,23,5,10,4,0
3294,15.0,24,5,10,4,0
3295,15.0,23,1,10,4,0
3296,15.0,24,8,1,0,0
3297,10.0,24,6,7,4,0
3298,18.0,24,5,13,4,1
3299,18.0,24,1,10,4,1
3300,15.0,23,1,10,4,0
3301,19.0,24,5,3,4,1
3302,19.0,0,4,1,0,1
3303,9.0,24,5,9,0,0
3304,9.0,4,9,1,0,0
3305,15.0,23,1,10,4,0
3306,9.0,2,5,7,2,1
3307,5.0,14,1,3,4,1
3309,9.0,2,5,10,4,0
3310,15.0,2,1,10,4,1
3312,15.0,2,1,10,4,0
3313,15.0,2,6,10,4,0
3315,15.0,2,6,10,4,0
3316,5.0,14,5,13,4,0
3317,18.0,14,5,1,0,1
3320,18.0,12,1,9,4,0
3321,15.0,23,1,10,4,0
3322,18.0,2,5,2,0,1
3323,9.0,2,3,1,0,0
3324,15.0,23,1,10,4,0
3325,15.0,23,6,10,4,0
3326,15.0,23,1,10,4,0
3327,15.0,23,1,10,4,0
3328,15.0,23,5,10,4,0
3330,2.0,24,1,10,4,1
3331,15.0,23,6,10,4,0
3332,15.0,23,6,10,4,0
3333,15.0,23,6,10,4,0
3334,27.0,24,1,10,4,0
3335,10.0,24,1,6,4,1
3336,18.0,24,1,2,4,0
3337,5.0,2,1,6,4,0
3338,18.0,2,10,1,0,1
3339,19.0,24,9,3,4,0
3341,9.0,24,4,1,4,1
3342,9.0,2,5,1,0,1
3343,1.0,24,4,1,4,0
3347,17.0,24,1,13,4,1
3348,5.0,14,8,1,4,1
3349,19.0,14,1,7,4,0
3350,19.0,14,6,9,4,0
3351,9.0,2,4,1,0,1
3352,18.0,14,6,10,2,0
3353,18.0,14,10,1,0,1
3354,9.0,14,1,9,4,0
3355,15.0,24,6,10,4,0
3356,15.0,2,1,10,4,0
3357,18.0,14,10,1,4,1
3358,15.0,14,6,10,4,0
3360,19.0,14,5,11,2,0
3361,15.0,2,1,14,4,0
3362,27.0,2,5,6,4,0
3363,10.0,14,1,2,4,0
3364,15.0,2,6,10,4,0
3365,18.0,2,10,1,4,1
3366,15.0,2,6,10,4,0
3367,15.0,2,6,10,4,0
3368,27.0,2,1,10,4,1
3369,15.0,2,6,10,4,0
3370,15.0,2,6,10,4,0
3371,15.0,2,6,10,4,0
3372,15.0,2,1,10,4,0
3373,15.0,23,5,10,4,0
3374,9.0,2,1,2,4,1
3375,15.0,2,6,10,4,0
3376,18.0,2,5,14,4,1
3377,15.0,23,1,10,4,0
3378,18.0,24,1,2,4,1
3379,5.0,24,5,10,4,0
3380,5.0,24,4,1,4,1
3381,27.0,24,5,11,2,0
3383,15.0,23,1,10,4,0
3385,25.0,24,1,10,4,0
3386,27.0,24,6,9,4,1
3387,9.0,14,8,1,0,1
3388,19.0,14,6,7,0,1
3389,19.0,24,1,10,4,0
3390,9.0,12,1,6,4,0
3391,18.0,24,1,2,4,0
3392,9.0,12,6,10,4,1
3393,1.0,14,1,10,4,0
3395,15.0,14,6,10,4,0
3396,9.0,14,5,1,0,0
3397,5.0,2,6,11,2,0
3399,18.0,2,6,10,4,0
3400,15.0,2,1,10,4,0
3401,10.0,4,10,1,0,1
3402,18.0,2,10,1,4,1
3403,27.0,24,1,10,4,0
3404,18.0,2,1,10,4,0
3405,15.0,2,1,10,4,0
3409,15.0,23,6,10,4,0
3410,25.0,2,1,1,4,0
3411,15.0,2,6,10,4,0
3412,10.0,2,6,10,4,0
3413,15.0,2,1,10,4,0
3414,15.0,2,5,10,4,0
3415,15.0,2,1,10,4,0
3416,18.0,2,6,2,0,1
3417,18.0,14,6,3,4,0
3419,18.0,10,10,1,4,1
3420,27.0,14,6,10,2,0
3421,25.0,2,10,1,0,1
3422,15.0,2,6,13,4,0
3423,9.0,14,1,14,4,1
3424,15.0,13,6,2,4,0
3425,18.0,14,1,10,4,1
3426,19.0,12,1,10,4,0
3427,2.0,14,6,10,4,1
3429,18.0,2,4,1,2,1
3430,1.0,2,10,1,0,1
3432,15.0,23,1,10,4,0
3433,18.0,24,1,2,4,0
3435,18.0,23,6,10,4,1
3437,18.0,24,3,1,4,1
3438,27.0,24,6,6,2,0
3439,27.0,24,1,2,4,0
3441,27.0,24,6,2,2,1
3442,27.0,24,1,6,4,0
3443,9.0,24,5,10,4,0
3444,15.0,23,6,10,4,0
3445,18.0,24,1,6,4,0
3447,15.0,24,6,10,4,0
3448,19.0,24,5,10,4,0
3449,18.0,24,1,2,4,0
3450,19.0,24,6,9,2,1
3451,9.0,2,5,10,2,1
3452,9.0,14,5,10,4,0
3453,27.0,14,6,6,2,1
3454,27.0,14,5,2,2,1
3456,18.0,14,1,14,4,0
3458,9.0,2,10,1,4,1
3459,9.0,24,1,9,4,0
3462,15.0,2,6,10,4,0
3464,18.0,2,4,10,4,1
3465,15.0,2,6,10,4,0
3466,18.0,2,6,2,0,1
3468,15.0,2,5,10,4,0
3469,15.0,2,1,10,4,1
3470,18.0,2,6,10,0,1
3471,9.0,24,5,10,4,0
3473,15.0,24,6,10,4,0
3474,12.0,24,6,10,4,1
3475,15.0,24,1,10,4,0
3476,18.0,24,5,9,4,1
3478,27.0,24,5,7,4,0
3479,9.0,2,5,6,2,1
3480,19.0,2,1,3,4,0
3481,25.0,2,5,9,4,0
3482,18.0,14,10,1,4,1
3483,9.0,14,1,16,3,1
3484,27.0,14,5,2,4,1
3485,9.0,14,6,9,3,0
3487,5.0,14,1,14,2,0
3488,18.0,24,6,2,0,1
3489,15.0,24,1,6,4,0
3490,18.0,2,6,9,2,0
3491,15.0,14,8,1,4,0
3492,15.0,2,1,10,4,0
3493,18.0,2,1,2,4,1
3494,15.0,2,6,10,4,0
3495,18.0,2,5,7,4,0
3497,9.0,2,6,3,2,0
3498,15.0,2,1,10,4,0
3499,18.0,14,1,6,4,1
3500,18.0,14,6,6,4,1
3501,19.0,14,5,10,4,0
3502,15.0,23,1,10,4,0
3503,25.0,24,6,10,4,0
3504,19.0,24,6,3,2,1
3505,9.0,24,1,2,4,1
3506,19.0,24,5,3,4,1
3507,18.0,2,1,9,4,1
3508,10.0,24,1,10,4,0
3509,25.0,14,1,3,4,0
3510,18.0,14,5,6,2,1
3511,19.0,14,6,10,2,1
3512,27.0,14,1,2,4,1
3513,5.0,14,6,9,4,1
3514,9.0,14,1,9,4,0
3515,5.0,14,1,1,0,0
3516,27.0,14,10,1,0,1
3517,5.0,14,1,1,0,1
3518,18.0,14,3,1,4,1
3519,5.0,10,6,6,4,0
3520,18.0,14,5,9,4,1
3521,18.0,24,1,7,4,0
3522,18.0,24,5,10,4,0
3523,5.0,14,1,2,4,0
3525,27.0,14,5,2,4,0
3526,5.0,14,10,1,0,1
3527,18.0,14,6,10,4,1
3528,27.0,14,6,9,0,1
3530,15.0,2,6,10,4,0
3531,12.0,2,5,2,2,0
3532,15.0,2,1,10,4,1
3533,9.0,24,4,1,4,1
3534,15.0,2,6,10,4,0
3535,19.0,2,1,9,4,0
3537,18.0,2,6,2,0,0
3538,18.0,2,5,3,4,0
3539,15.0,2,5,10,4,0
3541,27.0,2,5,15,2,0
3542,15.0,2,1,10,4,0
3543,19.0,2,6,1,2,1
3544,18.0,12,6,3,4,1
3546,18.0,2,3,1,0,1
3547,19.0,24,5,2,4,0
3548,15.0,24,6,10,4,0
3549,9.0,24,1,10,4,0
3550,15.0,24,6,14,2,0
3551,5.0,24,10,1,0,1
3553,1.0,24,1,2,4,0
3555,5.0,10,1,6,4,0
3556,9.0,14,6,10,4,0
3557,9.0,14,5,0,4,0
3558,18.0,14,6,2,4,1
3559,18.0,14,1,2,4,0
3560,20.0,2,4,1,0,0
3561,15.0,14,6,10,4,0
3562,19.0,24,5,10,4,0
3563,5.0,24,5,10,4,0
3564,18.0,14,10,1,0,0
3565,18.0,24,5,10,4,1
3566,18.0,14,1,10,4,1
3567,20.0,14,6,14,3,1
3568,18.0,14,1,10,4,0
3569,15.0,14,6,11,4,0
3570,18.0,14,1,10,4,0
3571,19.0,14,5,9,4,0
3572,18.0,2,9,9,4,1
3573,15.0,2,1,10,4,0
3574,15.0,2,1,10,4,0
3575,15.0,2,1,10,4,0
3576,5.0,2,6,1,0,1
3577,18.0,2,2,1,0,0
3578,15.0,24,5,10,4,0
3579,19.0,10,5,13,4,0
3580,18.0,14,6,3,4,0
3581,19.0,14,5,11,4,1
3582,19.0,14,1,9,0,1
3584,26.0,14,1,10,4,0
3587,19.0,14,1,9,4,1
3588,9.0,14,1,13,4,0
3589,15.0,2,6,10,4,0
3591,19.0,4,10,1,0,1
3592,27.0,24,5,10,4,0
3593,19.0,2,8,1,0,1
3595,15.0,2,6,10,4,0
3596,14.0,2,5,10,4,0
3597,15.0,2,6,10,4,0
3599,18.0,2,5,3,4,0
3600,15.0,2,1,10,4,0
3602,15.0,24,5,10,4,0
3603,15.0,23,1,10,4,0
3604,5.0,24,4,1,4,1
3605,27.0,24,6,6,0,1
3606,18.0,24,5,11,4,0
3607,15.0,24,1,3,4,1
3609,27.0,2,5,3,2,0
3610,18.0,2,1,2,4,1
3611,15.0,2,5,10,4,0
3612,15.0,2,1,10,4,0
3613,9.0,2,5,10,4,1
3614,15.0,2,6,10,4,0
3615,15.0,2,1,10,4,0
3616,15.0,2,5,10,4,0
3617,26.0,2,5,6,4,0
3618,27.0,2,5,1,4,0
3620,27.0,24,2,1,4,0
3622,5.0,14,1,2,4,0
3623,19.0,14,6,3,0,1
3624,18.0,4,1,2,4,1
3627,19.0,2,6,3,3,1
3628,18.0,14,1,10,4,0
3629,15.0,14,6,2,4,0
3631,19.0,14,5,9,4,0
3632,15.0,14,1,10,4,0
3633,19.0,14,5,9,4,0
3634,15.0,14,6,10,4,0
3635,5.0,14,5,1,0,1
3636,18.0,14,1,10,4,0
3637,27.0,14,10,1,0,1
3638,18.0,2,3,1,0,1
3641,9.0,24,10,1,4,1
3642,9.0,24,1,10,4,0
3643,27.0,14,10,1,0,0
3644,27.0,24,6,6,2,1
3645,19.0,2,6,7,4,1
3646,19.0,2,8,1,0,1
3647,18.0,2,4,1,0,0
3648,15.0,2,6,10,4,0
3649,9.0,2,6,3,2,0
3650,9.0,2,5,11,0,1
3651,9.0,2,1,10,4,0
3652,19.0,2,10,1,0,1
3653,9.0,2,1,10,4,1
3654,9.0,2,6,1,3,1
3655,18.0,2,1,3,4,1
3657,15.0,14,6,10,4,0
3658,9.0,2,4,1,3,1
3660,18.0,14,4,1,4,0
3661,18.0,14,5,14,4,0
3662,18.0,14,6,14,4,0
3663,15.0,24,1,10,4,0
3664,18.0,2,3,1,4,1
3665,9.0,24,5,3,4,0
3666,18.0,24,1,7,4,0
3667,9.0,24,6,1,2,0
3668,15.0,24,6,9,4,0
3670,15.0,24,1,2,4,0
3671,9.0,24,5,15,4,1
3672,15.0,2,6,10,4,0
3673,15.0,2,5,10,4,0
3674,15.0,2,6,10,4,0
3675,27.0,2,1,2,4,0
3677,5.0,14,2,1,4,0
3678,15.0,14,6,10,4,0
3679,5.0,14,10,1,0,1
3680,18.0,14,5,2,4,1
3681,20.0,14,6,6,4,1
3683,19.0,14,6,2,4,0
3684,15.0,2,8,1,4,0
3685,18.0,14,5,2,2,1
3686,19.0,14,5,9,4,0
3687,9.0,14,6,9,4,0
3688,5.0,14,5,2,4,0
3691,1.0,24,6,1,0,0
3693,15.0,2,8,1,4,0
3694,18.0,2,5,9,2,1
3696,27.0,2,6,10,3,1
3697,18.0,24,1,9,4,0
3698,19.0,24,10,1,0,1
3699,27.0,14,3,1,4,1
3701,27.0,14,6,9,2,0
3702,15.0,14,5,10,4,0
3703,18.0,14,6,10,4,0
3704,9.0,14,1,3,4,1
3705,2.0,14,4,1,4,0
3706,15.0,2,5,3,4,0
3707,18.0,14,5,10,4,0
3708,18.0,14,5,10,4,0
3709,18.0,14,6,2,4,0
3710,18.0,14,2,1,0,0
3712,19.0,14,8,1,0,1
3713,19.0,14,1,9,4,1
3716,9.0,2,8,1,4,0
3717,18.0,2,2,1,0,0
3718,15.0,2,1,10,4,0
3719,15.0,2,1,10,4,1
3720,9.0,2,5,6,2,1
3721,27.0,2,6,2,2,1
3722,9.0,2,1,2,4,1
3723,5.0,2,1,2,4,1
3724,15.0,2,6,10,4,0
3727,18.0,24,5,7,4,0
3728,1.0,24,3,1,4,1
3729,18.0,24,6,7,2,0
3730,18.0,24,10,1,4,1
3731,19.0,24,1,10,4,0
3732,27.0,24,1,10,4,0
3733,18.0,24,5,6,4,0
3734,18.0,24,6,3,4,0
3736,19.0,24,4,1,0,1
3737,15.0,24,1,2,4,0
3738,18.0,24,10,1,4,1
3739,18.0,24,3,1,4,1
3742,19.0,24,1,3,4,1
3743,19.0,14,10,1,0,1
3744,26.0,14,8,1,0,1
3745,27.0,8,10,1,0,1
3746,19.0,14,9,10,4,1
3747,19.0,14,4,1,0,1
3748,5.0,14,1,6,4,0
3749,15.0,24,5,10,4,0
3750,27.0,14,5,2,4,0
3751,19.0,14,5,10,4,0
3753,15.0,2,8,1,4,0
3754,5.0,14,6,3,2,0
3755,18.0,2,5,2,4,0
3757,15.0,2,1,10,4,0
3758,5.0,2,6,16,2,0
3759,26.0,2,10,1,0,1
3760,15.0,2,5,10,4,0
3761,18.0,24,6,3,4,0
3762,15.0,2,1,10,4,0
3763,1.0,24,6,2,4,0
3764,9.0,24,1,7,4,1
3766,8.0,14,1,10,4,0
3767,19.0,14,10,1,0,1
3768,5.0,10,6,2,4,1
3769,15.0,24,1,10,4,0
3772,19.0,14,6,3,4,1
3773,27.0,14,6,3,4,0
3774,18.0,14,8,1,4,1
3775,19.0,14,1,3,2,1
3776,18.0,12,5,2,4,0
3777,18.0,2,5,2,2,1
3778,18.0,24,10,1,4,1
3779,9.0,24,6,1,2,1
3780,5.0,24,1,2,4,1
3781,18.0,24,5,2,4,0
3782,9.0,24,5,6,2,0
3783,15.0,23,1,10,4,0
3784,15.0,2,5,10,4,0
3785,15.0,2,6,10,4,0
3786,18.0,2,6,10,2,0
3787,15.0,2,1,10,4,1
3788,15.0,23,5,10,4,0
3789,27.0,24,4,1,4,1
3790,18.0,2,5,1,4,1
3791,15.0,2,6,10,4,0
3792,5.0,24,6,3,2,1
3793,15.0,2,5,10,4,0
3794,27.0,2,10,1,4,0
3795,15.0,23,1,10,4,0
3796,15.0,23,5,10,4,0
3797,15.0,23,6,10,4,0
3798,15.0,24,5,10,4,0
3799,27.0,24,6,2,2,0
3800,27.0,24,1,2,4,1
3802,19.0,24,5,10,4,0
3803,15.0,23,5,10,4,0
3804,10.0,14,1,14,4,0
3805,19.0,14,5,3,2,1
3806,26.0,14,6,6,2,1
3807,27.0,24,4,1,4,0
3808,18.0,4,1,2,4,1
3809,27.0,24,4,1,0,1
3811,18.0,12,6,7,2,0
3813,18.0,16,1,2,2,1
3814,19.0,24,5,9,2,1
3817,9.0,16,5,10,2,1
3819,5.0,24,6,10,2,0
3820,18.0,24,1,2,2,1
3821,18.0,2,6,6,4,0
3822,27.0,16,6,2,2,0
3823,18.0,12,3,1,2,1
3824,19.0,16,5,2,2,0
3825,2.0,14,10,1,4,0
3826,15.0,2,6,10,4,0
3827,15.0,2,6,10,4,0
3829,9.0,2,1,10,4,1
3830,19.0,2,1,3,4,1
